Quantify Compound Summary Report 

Printed Tue Aug 20 12:15:31 2019

Compound 1:  PFBA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	5.593	4396	bb	24012	1.93		1:22		1.35	673	4.668	0.053	0.193	2.988	57155	5.492	5.735	8.855		Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	5.602	4018	bb	24521	1.73		1:22		1.62	5584	4.605	0.744	0.439	3.083	52397	5.500	5.773	8.079		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	5.346	1	dd	3			1:44		1.03	10	1.689	-1.041	0.046	2.659	10	5.309	5.393	0.357		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	5.603	5304	bb	32308	3.45		1:23		1.54	2488	4.622	0.311	0.260	2.997	68047	5.492	5.774	7.468		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	5.591	5411	bb	30976	3.67		1:23		1.60	4749	4.608	0.490	0.395	3.171	67721	5.490	5.763	7.949		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.449	1	db	28			1:44		1.24	2	3.479	-0.302	-0.154	2.841	21	5.384	5.533	1.882		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	5.604	6500	bb	35510	3.85		1:24		1.25	11303	4.501	0.071	0.194	3.008	83203	5.486	5.756	8.689		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	5.594	6011	bb	34645	3.65		1:24		1.74	7457	4.598	0.341	0.267	2.970	77981	5.503	5.766	8.233		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	5.612	23	bb	14			1:44		0.69	47	2.492	-0.223	0.095	2.154	408	5.510	5.683			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	5.594	6662	bb	38834	3.61		1:25		1.00	2759	4.518	-0.051	0.156	2.945	88044	5.496	5.696	6.363		Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	5.601	6038	bb	39755	3.20		1:25		1.02	202	4.671	0.026	0.202	2.997	78483	5.500	5.713	7.236		Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	5.513	2	bb	4			1:44		1.16	2	3.492	-0.759	-0.005	3.894	20	5.421	5.625	7.225		Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	5.603	1875	bb	18472	1.07		1:26		0.95	1874	4.381	-0.161	-0.012	2.838	25437	5.502	5.705	10.061		Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	5.611	1657	bb	20810	0.84		1:26		1.75	438	4.840	0.596	0.349	3.085	20799	5.520	5.772	6.247		Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	5.645	3	bb	40			1:44		1.05	3	4.018	-0.202	0.213	3.222	43	5.554	5.747	5.181		Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	5.611	34596	bb	17921	20.28		1:16		1.76	4132	4.700	1.249	0.517	3.204	429265	5.510	5.792	7.163		Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	5.611	32661	bb	18612	18.43		1:16		1.04	2717	4.895		0.182	3.079	408763	5.500	5.733	7.251		Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	5.604	2	bd	1			1:44		0.92	2	1.693	-0.483	0.044	2.804	27	5.533	5.675	2.003		Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	5.603	1449	bb	13499	1.13		1:27		1.13	2129	4.545	-0.232	0.135	2.920	18792	5.512	5.715	10.706		Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	5.603	1209	bb	14606	0.87		1:27		1.33	1597	4.803	0.011	0.228	3.079	15366	5.512	5.735	8.242		Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.675	1	bd	2			1:44		0.75	1	3.347	-0.535	-0.167	2.697	15	5.615	5.726	0.667		Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	5.601	1511	bb	14306	1.11		1:28		1.27	2458	4.345	-0.206	0.181	2.740	21046	5.520	5.713	14.800		Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	5.603	1426	bb	14250	1.06		1:28		1.76	1875	4.672	0.276	0.208	2.949	18591	5.512	5.774	9.662		Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	5.309	2	dd	1			1:44		0.62	1	3.246	-0.590	-0.187	4.785	16	5.178	5.393			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	5.604	4429	bb	26053	1.79		1:29		1.05	8965	4.610	-0.236	0.082	2.902	57650	5.503	5.716	7.270		Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	5.603	4682	bb	24929	1.98		1:29		1.21	257	4.385	0.132	0.216	2.888	62375	5.502	5.735	8.523		Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	5.859	1	bb	2			1:44		1.05	2	3.397	-0.566	0.087	2.525	14	5.801	5.926	0.966		Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	5.601	3344	bb	20464	1.72		1:30		1.18	4703	4.501	-0.064	0.182	2.925	43944	5.500	5.723	7.596		Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	5.601	3152	bb	19443	1.71		1:30		0.91	4929	4.447	-0.158	-0.010	2.882	41353	5.490	5.703	6.575		Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	5.613	1	bb	1			1:44		1.06	1	4.213	-0.580	0.080	2.560	12	5.542	5.695	1.025		Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	5.591	3969	bb	21185	1.97		1:31		1.32	6286	4.537	0.165	0.194	2.936	52692	5.481	5.743	13.730		Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	5.593	3370	bb	20167	1.76		1:31		1.18	4733	4.606	-0.279	0.145	2.829	45380	5.502	5.705	7.442		Analyte
51	AED-0031514-PFAS-18Jul19-051	blank				1			1:44													Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	5.594	5258	bb	36240	3.05		1:32		1.24	2254	4.455	-0.185	0.130	2.923	67820	5.496	5.716	9.107		Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	5.581	5875	bb	34623	3.57		1:32		1.15	5323	4.560	0.216	0.124	2.963	75873	5.444	5.744	9.197		Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	5.571	3	bb	31			1:44		1.21	7	3.570	-0.227	0.204	2.434	62	5.520	5.642	10.628		Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	5.581	5151	bb	29296	3.70		1:33		2.13	3508	4.454	1.364	0.470	3.039	67718	5.472	5.820	7.156		Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	5.574	5655	bb	28735	4.14		1:33		1.53	2640	4.475	0.447	0.313	2.951	75370	5.477	5.726	7.433		Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	5.554	1	bb	3			1:44		0.70	1	3.876	-0.707	-0.096	4.352	13	5.440	5.635	1.954		Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	5.570	17834	bb	18138	10.33		1:34		1.28	778	4.618	-0.054	0.219	3.043	225868	5.472	5.702	7.581		Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	5.574	18589	bb	17769	10.99		1:34		1.26	6737	4.585	0.102	0.208	3.016	239365	5.477	5.706	8.637		Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	5.362	0	bb	2			1:44		0.52	1	1.662	-0.764	-0.134	2.580	8	5.296	5.399	0.474		Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	5.564	3640	bb	19194	2.00		1:15		2.07	145	4.691	0.969	0.457	3.137	46056	5.477	5.756	7.207		Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	5.564	3922	bb	18470	2.23		1:15		1.28	3519	4.614	-0.228	0.062	2.917	50983	5.468	5.696	7.070		Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	5.613	1	bb	3			1:44		0.92	2	4.449	-0.414	-0.072	3.729	15	5.522	5.705	2.089		Analyte

Compound 25:  M9PFNA-13C9

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	5.614	22985	bb		9.24	-7.6	1:15	10.000	1.06	10952	4.559	0.103	0.213	2.961	303288	5.502	5.735		92.4	Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	5.604	21015	bb		8.44	-15.6	1:15	10.000	1.58	4679	4.571	0.557	0.327	3.058	268733	5.502	5.775		84.4	Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.614	2	bb		0.00		1:44		3.02	3	3.552	0.971	1.007	3.347	25	5.563	5.784			Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	5.605	14238	bb		5.72	-42.8	1:17	10.000	2.32	2075	4.525	3.671	0.919	3.258	184723	5.496	5.872		57.2	Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	5.602	12838	bb		5.16	-48.4	1:17	10.000	1.32	2196	4.626	0.108	0.208	2.947	168255	5.500	5.744		51.6	Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	4.965	0	bb		0.00		1:44		0.98	1	1.929	-0.863	0.112	2.951	10	4.916	5.014			Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	5.604	15221	bb		6.12	-38.8	1:18	10.000	1.63	4062	4.458	1.126	0.372	2.995	199439	5.493	5.784		61.2	Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	5.615	15488	bb		6.22	-37.8	1:18	10.000	1.69	6389	4.602	0.933	0.384	3.042	197508	5.503	5.805		62.2	Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	5.622	5	bb		0.00		1:44		0.68	6	3.752	1.226	-0.719	2.905	84	5.510	5.703			Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	5.614	15150	bb		6.09	-39.1	1:19	10.000	1.87	11939	4.621	1.382	0.488	3.100	192472	5.502	5.823		60.9	Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	5.595	15214	bb		6.11	-38.9	1:19	10.000	1.65	4074	4.439	1.089	0.475	3.072	198188	5.487	5.776		61.1	Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	5.624	2	bb		0.00		1:44		1.77	7	3.686	0.568	0.593	2.535	32	5.573	5.725			Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	5.592	26685	bb		10.72	7.2	1:20	10.000	1.45	19621	4.555	0.601	0.271	2.995	350314	5.482	5.754		107.2	Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	5.602	26983	bb		10.84	8.4	1:20	10.000	1.66	3005	4.520	1.020	0.392	3.018	353315	5.500	5.782		108.4	Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	5.581	9	bb		0.00		1:44		2.15	27	2.133	0.598	0.406	2.321	159	5.531	5.703			Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	5.602	26006	bb		10.45	4.5	1:21	10.000	1.72	2630	4.484	1.500	0.504	3.060	342831	5.491	5.802		104.5	Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	5.592	26228	bb		10.54	5.4	1:21	10.000	2.94	11283	4.451	7.921	1.478	3.400	338792	5.472	5.946		105.4	Analyte
18	AED-0031514-PFAS-18Jul19-018	blank	5.592	7	bb		0.00		1:44		0.62	11	3.922	1.426	-0.884	3.365	89	5.472	5.673			Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	5.593	24012	bb		9.65	-3.5	1:22	10.000	1.57	1461	4.583	0.543	0.301	2.982	315455	5.493	5.755		96.5	Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	5.602	24521	bb		9.85	-1.5	1:22	10.000	1.68	3204	4.629	0.896	0.386	3.065	316893	5.501	5.783		98.5	Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	5.574	3	bb		0.00		1:44		1.05	3	2.129	-0.375	0.075	2.228	63	5.524	5.635			Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	5.604	32308	bb		12.98	-35.1	1:23	20.000	1.77	5362	4.573	1.642	0.554	3.195	408925	5.493	5.804		64.9	Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	5.592	30976	bb		12.45	-37.8	1:23	20.000	1.71	1921	4.653	0.711	0.283	3.070	389113	5.482	5.792		62.2	Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	5.605	28	bb		0.01		1:44		1.38	51	3.923	-0.258	0.074	2.363	446	5.524	5.727			Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	5.605	35510	bb		14.27	-28.7	1:24	20.000	1.45	2778	4.553	0.479	0.296	3.056	454858	5.496	5.766		71.3	Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	5.595	34645	bb		13.92	-30.4	1:24	20.000	2.20	14638	4.656	1.884	0.564	3.171	439663	5.496	5.824		69.6	Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	5.602	14	bb		0.01		1:44		0.62	21	4.566	-0.454	0.038	2.908	171	5.472	5.683			Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	5.595	38834	bb		15.60	-22.0	1:25	20.000	1.65	2017	4.681	0.475	0.295	3.057	495117	5.487	5.776		78.0	Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	5.602	39755	bb		15.97	-20.1	1:25	20.000	1.47	13922	4.638	0.893	0.371	3.088	511780	5.491	5.773		79.9	Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	5.635	4	bb		0.00		1:44		1.08	12	3.588	-0.532	-0.007	2.155	79	5.574	5.706			Analyte
31	AED-0031514-PFAS-18Jul19-031	pH adj SW 500ml R1, 10 ng IS	5.604	18472	bb		7.42	-25.8	1:26	10.000	1.53	33867	4.636	0.174	0.228	2.975	242308	5.502	5.765		74.2	Analyte
32	AED-0031514-PFAS-18Jul19-032	pH adj SW 500ml R1, 10 ng IS	5.601	20810	bb		8.36	-16.4	1:26	10.000	1.70	1911	4.539	0.881	0.406	3.037	272432	5.500	5.782		83.6	Analyte
33	AED-0031514-PFAS-18Jul19-033	blank	5.605	40	bb		0.02		1:44		0.81	65	3.829	-0.289	-0.091	2.327	636	5.496	5.696			Analyte
34	AED-0031514-PFAS-18Jul19-034	CV2 - 20 ng/ mL	5.612	17921	bb		7.20	-28.0	1:16	10.000	1.07	2729	4.863	-0.098	0.127	3.074	222314	5.500	5.734		72.0	Analyte
35	AED-0031514-PFAS-18Jul19-035	CV2 - 20 ng/ mL	5.612	18612	bb		7.48	-25.2	1:16	10.000	1.24	2942	4.848	0.204	0.243	3.105	234251	5.500	5.753		74.8	Analyte
36	AED-0031514-PFAS-18Jul19-036	blank	5.103	1	bb		0.00		1:44		1.08	2	3.669	-0.589	0.127	3.170	15	5.029	5.188			Analyte
37	AED-0031514-PFAS-18Jul19-037	pH adj SW 500ml R2, 10 ng IS	5.603	13499	bb		5.42	-45.8	1:27	10.000	1.45	1571	4.575	0.249	0.230	2.988	175163	5.493	5.774		54.2	Analyte
38	AED-0031514-PFAS-18Jul19-038	pH adj SW 500ml R2, 10 ng IS	5.603	14606	bb		5.87	-41.3	1:27	10.000	2.02	926	4.493	2.370	0.676	3.131	189263	5.502	5.823		58.7	Analyte
39	AED-0031514-PFAS-18Jul19-039	blank	5.635	2	bb		0.00		1:44		1.89	2	4.241	-0.445	0.451	4.909	21	5.554	5.795			Analyte
40	AED-0031514-PFAS-18Jul19-040	pH adj SW 500ml R3, 10 ng IS	5.602	14306	bb		5.75	-42.5	1:28	10.000	2.30	19903	4.495	5.260	1.207	3.342	186191	5.500	5.850		57.5	Analyte
41	AED-0031514-PFAS-18Jul19-041	pH adj SW 500ml R3, 10 ng IS	5.604	14250	bb		5.73	-42.7	1:28	10.000	1.11	4727	4.557	-0.058	0.131	2.899	188322	5.502	5.725		57.3	Analyte
42	AED-0031514-PFAS-18Jul19-042	blank	5.716	1	bb		0.00		1:44		1.42	1	4.116	-0.536	0.336	3.906	16	5.645	5.824			Analyte
43	AED-0031514-PFAS-18Jul19-043	pH adj SW 1L R1, 10 ng IS	5.605	26053	bb		10.47	4.7	1:29	10.000	2.12	588	4.481	1.458	0.407	3.021	345354	5.487	5.862		104.7	Analyte
44	AED-0031514-PFAS-18Jul19-044	pH adj SW 1L R1, 10 ng IS	5.603	24929	bb		10.02	0.2	1:29	10.000	1.43	10163	4.490	0.326	0.262	2.952	330417	5.502	5.755		100.2	Analyte
45	AED-0031514-PFAS-18Jul19-045	blank	5.831	2	db		0.00		1:44		1.41	3	3.448	-0.549	-0.038	2.527	25	5.782	5.907			Analyte
46	AED-0031514-PFAS-18Jul19-046	pH adj SW 1L R2, 10 ng IS	5.591	20464	bb		8.22	-17.8	1:30	10.000	1.76	267	4.611	0.865	0.353	3.024	265771	5.491	5.782		82.2	Analyte
47	AED-0031514-PFAS-18Jul19-047	pH adj SW 1L R2, 10 ng IS	5.592	19443	bb		7.81	-21.9	1:30	10.000	1.70	4643	4.430	1.104	0.408	3.003	259206	5.491	5.773		78.1	Analyte
48	AED-0031514-PFAS-18Jul19-048	blank	5.861	1	bb		0.00		1:44		1.25	1	2.592	-0.827	0.087	2.327	9	5.803	5.938			Analyte
49	AED-0031514-PFAS-18Jul19-049	pH adj SW 1L R3, 10 ng IS	5.591	21185	bb		8.51	-14.9	1:31	10.000	1.68	35020	4.561	0.939	0.440	3.062	276397	5.482	5.782		85.1	Analyte
50	AED-0031514-PFAS-18Jul19-050	pH adj SW 1L R3, 10 ng IS	5.593	20167	bb		8.10	-19.0	1:31	10.000	1.65	8175	4.516	0.560	0.286	2.934	269005	5.493	5.765		81.0	Analyte
51	AED-0031514-PFAS-18Jul19-051	blank	5.612	1	bb		0.00		1:44		0.97	1	1.910	-0.383	-0.243	3.210	13	5.531	5.693			Analyte
52	AED-0031514-PFAS-18Jul19-052	pH adj SW 2L R1, 10 ng IS	5.595	36240	bb		14.56	-27.2	1:32	20.000	1.85	1335	4.593	2.080	0.570	3.118	461731	5.487	5.795		72.8	Analyte
53	AED-0031514-PFAS-18Jul19-053	pH adj SW 2L R1, 10 ng IS	5.582	34623	bb		13.91	-30.4	1:32	20.000	1.98	13152	4.523	1.930	0.587	3.118	450515	5.472	5.802		69.6	Analyte
54	AED-0031514-PFAS-18Jul19-054	blank	5.582	31	bb		0.01		1:44		0.67	13	3.815	2.044	-0.575	2.666	500	5.453	5.673			Analyte
55	AED-0031514-PFAS-18Jul19-055	pH adj SW 2L R2, 10 ng IS	5.581	29296	bb		11.77	-41.1	1:33	20.000	1.50	3009	4.592	0.122	0.224	2.972	380786	5.482	5.734		58.9	Analyte
56	AED-0031514-PFAS-18Jul19-056	pH adj SW 2L R2, 10 ng IS	5.574	28735	bb		11.55	-42.3	1:33	20.000	1.14	35574	4.459	0.023	0.185	2.948	376375	5.468	5.696		57.7	Analyte
57	AED-0031514-PFAS-18Jul19-057	blank	5.554	3	bb		0.00		1:44		1.90	8	3.528	0.473	0.480	2.381	58	5.496	5.676			Analyte
58	AED-0031514-PFAS-18Jul19-058	10 ng Recovery	5.571	18138	bb		7.29	-27.1	1:34	10.000	1.93	31326	4.615	3.185	0.724	3.257	230691	5.435	5.840		72.9	Analyte
59	AED-0031514-PFAS-18Jul19-059	10 ng Recovery	5.574	17769	bb		7.14	-28.6	1:34	10.000	1.66	26865	4.424	0.387	0.321	3.007	230899	5.477	5.747		71.4	Analyte
60	AED-0031514-PFAS-18Jul19-060	blank	5.919	2	bb		0.00		1:44		0.45	3	2.038	0.254	-0.541	2.620	33	5.813	5.967			Analyte
61	AED-0031514-PFAS-18Jul19-061	CV1 - 2 ng/ mL	5.564	19194	bb		7.71	-22.9	1:15	10.000	1.97	31787	4.582	3.189	0.810	3.283	242308	5.459	5.785		77.1	Analyte
62	AED-0031514-PFAS-18Jul19-062	CV1 - 2 ng/ mL	5.564	18470	bb		7.42	-25.8	1:15	10.000	2.29	15514	4.599	0.408	0.279	3.101	231145	5.468	5.795		74.2	Analyte
63	AED-0031514-PFAS-18Jul19-063	blank	5.563	3	bd		0.00		1:44		1.05	8	3.567	0.096	0.369	2.446	56	5.493	5.644			Analyte

Compound 26:  FOSA

	Name	Sample Text	RT	Area	Primary Flags	IS Area	Conc.	%Dev	Vial	Std. Conc	(b/a)	S/N	Pk Width	Pk Kurt	Pk Skew	Pk Sigma	Height	Peak Start Time	Peak End Time	1º Ratio (Actual)	%Rec	Type
1	AED-0031514-PFAS-18Jul19-001	CV1 - 2 ng/ mL	6.233	536	bb	6515	0.86		1:15		1.06	625	4.515	-0.151	0.143	3.061	6943	6.135	6.342	1948.236		Analyte
2	AED-0031514-PFAS-18Jul19-002	CV1 - 2 ng/ mL	6.233	1033	bb	6939	1.54		1:15		0.90	1126	4.622	-0.354	0.075	2.921	13410	6.135	6.322	1008.871		Analyte
3	AED-0031514-PFAS-18Jul19-003	blank	5.685	1	db	1			1:44		6.97	1	1.706	-0.871	0.413	2.283	13	5.675	5.775	1.424		Analyte
4	AED-0031514-PFAS-18Jul19-004	Natural SW 500 ml R1, 10 ng IS	6.225	6	bb	549	0.11		1:17		2.30	8	2.610	0.674	0.936	3.638	80	6.165	6.373			Analyte
5	AED-0031514-PFAS-18Jul19-005	Natural SW 500 ml R1, 10 ng IS	6.202	20	bb	658	0.33		1:17		1.82	5	4.012	0.087	0.301	2.726	298	6.123	6.350	13.991		Analyte
6	AED-0031514-PFAS-18Jul19-006	blank	6.513	1	bd	2			1:44		0.51	1	1.564	-0.859	-0.075	4.803	10	6.390	6.581	0.987		Analyte
7	AED-0031514-PFAS-18Jul19-007	Natural SW 500 ml R2, 10 ng IS	6.184	2	bb	539	0.05		1:18		2.64	2	2.844	-0.923	0.231	4.141	20	6.135	6.332	1.474		Analyte
8	AED-0031514-PFAS-18Jul19-008	Natural SW 500 ml R2, 10 ng IS	6.244	29	bb	478	0.63		1:18		1.39	74	3.550	0.054	0.275	2.437	479	6.185	6.333	26.273		Analyte
9	AED-0031514-PFAS-18Jul19-009	blank	6.521	1	bb	1			1:44		1.70	1	2.784	-0.351	0.530	3.265	15	6.469	6.611	0.699		Analyte
10	AED-0031514-PFAS-18Jul19-010	Natural SW 500 ml R3, 10 ng IS	6.223	8	bb	562	0.15		1:19		0.42	12	3.536	0.949	-0.586	2.617	120	6.085	6.283	12.671		Analyte
11	AED-0031514-PFAS-18Jul19-011	Natural SW 500 ml R3, 10 ng IS	6.205	37	bb	495	0.79		1:19		0.79	48	3.611	-0.205	0.121	3.632	432	6.057	6.324	47.647		Analyte
12	AED-0031514-PFAS-18Jul19-012	blank	6.204	1	bb	1			1:44		1.25	1	2.793	-0.796	0.150	2.794	7	6.135	6.293	0.441		Analyte
13	AED-0031514-PFAS-18Jul19-013	Natural SW 1L R1, 10 ng IS	6.202	432	bb	3282	1.36		1:20		1.25	498	4.757	-0.307	0.199	3.089	5447	6.123	6.311	493.350		Analyte
14	AED-0031514-PFAS-18Jul19-014	Natural SW 1L R1, 10 ng IS	6.232	391	bb	3694	1.10		1:20		0.95	775	4.369	-0.130	-0.029	2.804	5540	6.133	6.330	311.385		Analyte
15	AED-0031514-PFAS-18Jul19-015	blank	5.694	1	bd	15			1:44		1.17	2	5.144	-0.395	0.310	4.257	14	5.602	5.802	1.247		Analyte
16	AED-0031514-PFAS-18Jul19-016	Natural SW 1L R2, 10 ng IS	6.232	211	bb	2592	0.85		1:21		1.47	66	5.308	-0.043	0.276	3.241	2550	6.153	6.360	133.387		Analyte
17	AED-0031514-PFAS-18Jul19-017	Natural SW 1L R2, 10 ng IS	6.222	240	bb	2578	0.97		1:21		0.71	348	4.322	-0.247	-0.074	2.736	3401	6.113	6.301	1623.311		Analyte
18	AED-0031514-PFAS-18Jul19-018	blank				15			1:44													Analyte
19	AED-0031514-PFAS-18Jul19-019	Natural SW 1L R3, 10 ng IS	6.214	324	bb	2086	1.61		1:22		1.27	576	4.500	-0.269	0.149	2.960	4293	6.125	6.332			Analyte
20	AED-0031514-PFAS-18Jul19-020	Natural SW 1L R3, 10 ng IS	6.232	274	bb	2292	1.24		1:22		0.60	528	5.280	-0.257	-0.238	3.150	3376	6.094	6.321	118.388		Analyte
21	AED-0031514-PFAS-18Jul19-021	blank	6.508	1	bb	13			1:44		0.82	2	2.150	-0.528	-0.108	3.027	15	6.442	6.567	1.732		Analyte
22	AED-0031514-PFAS-18Jul19-022	Natural SW 2L R1, 10 ng IS	6.234	256	bb	2607	2.03		1:23		1.00	566	4.291	-0.215	0.115	2.853	3473	6.135	6.332	866.338		Analyte
23	AED-0031514-PFAS-18Jul19-023	Natural SW 2L R1, 10 ng IS	6.222	293	bb	2430	2.50		1:23		1.29	345	5.218	-0.246	0.139	3.283	3508	6.123	6.350	782.405		Analyte
24	AED-0031514-PFAS-18Jul19-024	blank	6.403	0	bb	1			1:44		1.02	1	3.491	-0.738		2.270	7	6.344	6.472	0.769		Analyte
25	AED-0031514-PFAS-18Jul19-025	Natural SW 2L R2, 10 ng IS	6.235	265	bb	2063	2.65		1:24		2.09	97	5.188	0.585	0.508	3.616	2942	6.136	6.442	77.116		Analyte
26	AED-0031514-PFAS-18Jul19-026	Natural SW 2L R2, 10 ng IS	6.225	256	bb	2557	2.07		1:24		0.98	464	4.105	-0.398	0.069	2.677	3635	6.146	6.304	106.169		Analyte
27	AED-0031514-PFAS-18Jul19-027	blank	6.410	1	bb	6			1:44		1.48	1	2.004	-0.557	0.206	2.581	12	6.350	6.499	0.398		Analyte
28	AED-0031514-PFAS-18Jul19-028	Natural SW 2L R3, 10 ng IS	6.215	500	bb	4599	2.25		1:25		1.49	13	4.294	-0.143	0.137	2.966	6465	6.126	6.353	271.793		Analyte
29	AED-0031514-PFAS-18Jul19-029	Natural SW 2L R3, 10 ng IS	6.232	581	bb	5072	2.37		1:25		1.15	991	4.341	-0.107	-0.098	2.932	8019	6.133	6.350	194.126		Analyte
30	AED-0031514-PFAS-18Jul19-030	blank	6.442	1	bd	63			1:44		0.65	3	1.790	-0.877	-0.100	2.408	17	6.383	6.482	1.358		Analyte
